pdf,month,keywords_found,repo_link,matched_row
Alzheimer s   Dementia - 2025 - Gueorguieva - Donanemab exposure‐response in early symptomatic Alzheimer s disease.pdf,June,none,none,30
Alzheimer s   Dementia - 2025 - Guo - Sensory impairment and dementia risk among older adults in rural South Africa.pdf,June,script,none,31
Alzheimer s   Dementia - 2025 - Gupta - Comprehensive characterization of the RNA editing landscape in the human aging.pdf,June,github; repository; script; workflow,none,32
Alzheimer s   Dementia - 2025 - Howard - Cognitive outcomes of deep brain stimulation depend on age and hippocampal.pdf,June,pipeline; script,none,33
Alzheimer s   Dementia - 2025 - Huang - Plasma proteomic analysis identifies proteins and pathways related to Alzheimer s.pdf,June,pipeline; repository; reproducible; script; workflow,none,34
Alzheimer s   Dementia - 2025 - Hüls - Metabolic dysregulation in Alzheimer s disease  A brain metabolomics approach.pdf,June,pipeline; reproducibility; workflow,none,35
Alzheimer s   Dementia - 2025 - Idris - Staging of Alzheimer s disease progression in Down syndrome using mixed clinical.pdf,June,script,none,36
Alzheimer s   Dementia - 2025 - Ikanga - Association between neuropsychiatric symptoms and neurodegeneration‐related plasma.pdf,June,script,none,37
Alzheimer s   Dementia - 2025 - Jung - Validation of criteria for frontotemporal dementia with right anterior temporal lobe.pdf,June,pipeline; script,none,38
Alzheimer s   Dementia - 2025 - Juul‐Madsen - Familial Alzheimer s disease mutation identifies novel role of SORLA in.pdf,June,repository; script; workflow,none,39
Alzheimer s   Dementia - 2025 - Kacerova - Role of B vitamins in modulating homocysteine and metabolic pathways linked to.pdf,June,reproducible; script; workflow,none,40
Alzheimer s   Dementia - 2025 - Knopman - Discrepancies between CSF biomarker and PET determinations of elevated brain.pdf,June,pipeline; script,none,41
Alzheimer s   Dementia - 2025 - Kuchenbecker - Novel set of plasma proteins classifies Alzheimer s dementia in African.pdf,June,github; repository; reproducibility; script,none,42
Alzheimer s   Dementia - 2025 - Lao - Longitudinal changes in white matter hyperintensity volume accelerate across the.pdf,June,pipeline; repository; script; workflow,none,43
Alzheimer s   Dementia - 2025 - Leggett - Validating the CG‐STYLE measure in family caregivers of individuals living with.pdf,June,script,none,44
Alzheimer s   Dementia - 2025 - Liaw - Association between ischemic stroke  hemorrhagic stroke  dementia  and rs201118034.pdf,June,script,none,45
Alzheimer s   Dementia - 2025 - Lin - Astrovascular decoupling in awake 5 FAD mice is associated with reduced astrocytic.pdf,June,pipeline,none,46
Alzheimer s   Dementia - 2025 - Liu - Longitudinal methods for Alzheimer s cognitive status prediction with deep learning.pdf,June,pipeline; script,none,47
Alzheimer s   Dementia - 2025 - Lopresti - Comparison of visual and analytic methods of Alzheimer s disease pathologic.pdf,June,pipeline; script,none,48
Alzheimer s   Dementia - 2025 - Ludwig‐Borycz - Food insecurity and cognitive domains among older United States adults .pdf,June,script,none,49
Alzheimer s   Dementia - 2025 - Ma'u - Estimating the impact of risk factor reduction on dementia prevalence in New Zealand.pdf,June,script,none,50
Alzheimer s   Dementia - 2025 - Mantovani - Neuroinflammation and amyloid load in different age groups of individuals with.pdf,June,github,https://github.com/freesurfer/freesurfer,51
Alzheimer s   Dementia - 2025 - Martin - Sex differences in modifiable dementia risk factors  Findings from the Rush Memory.pdf,June,repository; script,none,52
Alzheimer s   Dementia - 2025 - Montoliu‐Gaya - Plasma tau biomarkers are distinctly associated with tau tangles and.pdf,June,none,none,53
Alzheimer s   Dementia - 2025 - Mungas - Machine learning diagnosis of cognitive impairment and dementia in harmonized.pdf,June,script,none,54
Alzheimer s   Dementia - 2025 - Nakamura - Brexpiprazole s impacts on patients and caregivers in agitation in Alzheimer s.pdf,June,script,none,55
Alzheimer s   Dementia - 2025 - Perez - U1‐70K and U1A and tau pathogenesis in demented and non‐demented individuals with.pdf,June,repository; script,none,56
Alzheimer s   Dementia - 2025 - Reagan - Retinal vascular dysfunction in the Mthfr677C T mouse model of cerebrovascular.pdf,June,pipeline; script; workflow,none,57
Alzheimer s   Dementia - 2025 - Roberts - The association of common infectious exposures with cognitive performance in.pdf,June,script,none,58
Alzheimer s   Dementia - 2025 - Rose - Adverse childhood experiences influence markers of neurodegeneration risk in older.pdf,June,script,none,59
Alzheimer s   Dementia - 2025 - Sajjadi - Association of language markers with future cognitive impairment and presence of.pdf,June,script,none,60
Alzheimer s   Dementia - 2025 - Sing - Bisphosphonates and the risk of dementia in patients with osteoporosis or fragility.pdf,June,script,none,61
Alzheimer s   Dementia - 2025 - Smaling - Namaste Care Family for people with dementia and family A randomized controlled.pdf,June,script,none,62
Alzheimer s   Dementia - 2025 - Sordo - Leptin levels are associated with body mass index and Alzheimer s disease in Down.pdf,June,script,none,63
Alzheimer s   Dementia - 2025 - Thapa - Distinct inflammatory profiles in young‐onset versus late‐onset Alzheimer s disease.pdf,June,script,none,64
Alzheimer s   Dementia - 2025 - Tomaszewski Farias - Subjective cognitive decline among diverse older adults  Prevalence.pdf,June,script,none,65
Alzheimer s   Dementia - 2025 - Trani - Structural and social determinants of dementia risk among adults racialized as.pdf,June,script,none,66
Alzheimer s   Dementia - 2025 - Trivedi - Performance of novel tau antibodies across multiple modalities for Alzheimer s.pdf,June,open-source; repository; reproducibility; script,none,67
Alzheimer s   Dementia - 2025 - Vaqué‐Alcázar - Generational effects in Down syndrome  Enriched environment enhances.pdf,June,script,none,68
Alzheimer s   Dementia - 2025 - Vijaya Kumar - Human amylin is a potent antimicrobial peptide that exhibits antimicrobial.pdf,June,script,none,69
Alzheimer s   Dementia - 2025 - Walters - Occupational position and complexity in relation to Black‐White cognitive.pdf,June,script; workflow,none,70
Alzheimer s   Dementia - 2025 - Wang - Association and interaction of blood homocysteine and p‐tau217 levels with temporal.pdf,June,pipeline; script; workflow,none,71
Alzheimer s   Dementia - 2025 - Wang - Role of 18F‐florzolotau PET in diagnostic and therapeutic decision‐making for.pdf,June,script; workflow,none,72
Alzheimer s   Dementia - 2025 - Watson - Relationship between cellular aging  perceived stress  and cardiometabolic disease.pdf,June,script,none,73
Alzheimer s   Dementia - 2025 - West - Single‐nucleus analysis reveals oxidative stress in Down syndrome basal forebrain.pdf,June,pipeline; reproducible; script; workflow,none,74
Alzheimer s   Dementia - 2025 - Wijesinghe - Decoding amyloid beta clearance systems at inner blood retina barrier using.pdf,June,script,none,75
Alzheimer s   Dementia - 2025 - Windon - Amyloid PET and clinical management in a diverse  cognitively impaired population .pdf,June,script,none,76
Alzheimer s   Dementia - 2025 - Wretlind - Lipid profiling reveals unsaturated lipid reduction in women with Alzheimer s.pdf,June,github; reproducible; script; workflow,https://github.com/Asger-W/AddNeuroMed-,77
Alzheimer s   Dementia - 2025 - Wu - Synthetic control methods for n‐of‐1 and parallel‐group trials in Alzheimer s disease .pdf,June,github; pipeline; repository; reproducibility; script,https://github.com/chao-yi-wu/synthetic_control,78
Alzheimer s   Dementia - 2025 - Wu - The combined effects of visual impairment  hearing loss  and olfactory dysfunction on.pdf,June,script,none,79
Alzheimer s   Dementia - 2025 - Wuestefeld - Tau  atrophy  and domain‐specific cognitive impairment in typical Alzheimer s.pdf,June,pipeline; script,none,80
Alzheimer s   Dementia - 2025 - Wyatt‐Johnson - The MR1 MAIT cell axis impacts the gut brain axis through both cognition.pdf,June,open source; pipeline; repository,none,81
Alzheimer s   Dementia - 2025 - Zheng - Focused ultrasound‐mediated APOE4 knockdown in mouse brain.pdf,June,script,none,82
Alzheimer s   Dementia - 2025 - Akgun - ABCA7 deletion lowers age at onset of Alzheimer s disease and interacts with APOE .pdf,July,pipeline; script,none,2
Alzheimer s   Dementia - 2025 - Almeida - Cognitive and neuropsychological trajectories in patients with mixed.pdf,July,script,none,3
Alzheimer s   Dementia - 2025 - Ambaw - Plasma lipidome dysregulation in frontotemporal dementia reveals shared .pdf,July,repository; script; workflow,none,4
Alzheimer s   Dementia - 2025 - Brijnath - Co‐designed films to reduce care burden in India  The Moving Pictures pilot.pdf,July,script,none,5
Alzheimer s   Dementia - 2025 - Cerin - Neighborhood environments and transition to cognitive states  Sydney Memory and.pdf,July,script,none,6
Alzheimer s   Dementia - 2025 - Chen - Periventricular diffusivity reflects APOE  4 modulated amyloid accumulation and.pdf,July,github; pipeline; repository; reproducibility; script,https://github.com/ChangleChen/EstPVeD,7
Alzheimer s   Dementia - 2025 - Cheng - Long‐term impact of white matter hyperintensities and amyloid beta on thalamic.pdf,July,pipeline,none,8
Alzheimer s   Dementia - 2025 - Cholerton - Neuropsychiatric symptom subtypes and dementia‐associated neuropathologic.pdf,July,repository; script,none,9
Alzheimer s   Dementia - 2025 - Chu - Development and validation of a predictive model to forecast the cerebrovascular risk.pdf,July,reproducible,none,10
Alzheimer s   Dementia - 2025 - Chun - Polygenic risk score of Alzheimer s disease is associated with cognitive.pdf,July,script,none,11
Alzheimer s   Dementia - 2025 - Cleary - MicroRNA cargo in neuron‐derived vesicles as peripheral biomarkers of brain.pdf,July,repository; script,none,12
Alzheimer s   Dementia - 2025 - Cogswell - Association of plasma Alzheimer s disease biomarkers with cognitive decline in.pdf,July,pipeline,none,13
Alzheimer s   Dementia - 2025 - Danhash - Ms4a4a deficiency ameliorates plaque pathology in a mouse model of amyloid.pdf,July,script,none,14
Alzheimer s   Dementia - 2025 - Edwards - Interactive effects of arterial stiffness and Alzheimer s disease risk on.pdf,July,script,none,15
Alzheimer s   Dementia - 2025 - Emanuel - Birth weight  incident dementia risk  and PET amyloid burden  The ARIC study.pdf,July,script,none,16
Alzheimer s   Dementia - 2025 - Erichsen - A phase 2A B randomized trial of metabolic modulators intranasal insulin and.pdf,July,script,none,17
Alzheimer s   Dementia - 2025 - Floud - Hypertension in pregnancy and in midlife and the risk of dementia  prospective.pdf,July,script,none,18
Alzheimer s   Dementia - 2025 - Franquesa‐Mullerat - Study of brain perfusion in adults with Down syndrome along the.pdf,July,open-source; pipeline; reproducibility; script; workflow,none,19
Alzheimer s   Dementia - 2025 - French - Cognitive impairment and p‐tau217 are high in a vascular patient cohort.pdf,July,code availability; repository; script,none,20
Alzheimer s   Dementia - 2025 - Gils - The association of diabetes with Alzheimer s disease biomarkers and vascular burden.pdf,July,none,none,21
Alzheimer s   Dementia - 2025 - Guo - Decreased quantitative transport mapping velocity in the middle cerebral artery.pdf,July,none,none,22
Alzheimer s   Dementia - 2025 - Guo - Validity and reliability of the Informant Questionnaire on Cognitive Decline in the.pdf,July,script,none,23
Alzheimer s   Dementia - 2025 - Haddad - Free water predicts dementia with Lewy bodies in isolated REM sleep behavior.pdf,July,pipeline; repository; reproducible; script; workflow,none,24
Alzheimer s   Dementia - 2025 - Heston - Factors associated with age at tau pathology onset and time from tau onset to.pdf,July,github; pipeline; script,https://github.com/Betthauser-Neuro-Lab/SILA-,25
Alzheimer s   Dementia - 2025 - Hsieh - Metformin‐based oral antihyperglycemic combination therapy and risk of dementia in.pdf,July,script,none,26
Alzheimer s   Dementia - 2025 - Kang - Genome‐wide pleiotropy analysis of longitudinal blood pressure and harmonized.pdf,July,repository; script,none,27
Alzheimer s   Dementia - 2025 - Kang - Prevalence and risk factors of cerebral microhemorrhages and superficial siderosis.pdf,July,none,none,28
Alzheimer s   Dementia - 2025 - Kim - Late‐life emergence of neuropsychiatric symptoms and risk of cognitive impairment in.pdf,July,none,none,29
Alzheimer s   Dementia - 2025 - Kivisild - Sociodemographic traits as early indicators of AD  FTD  and VaD up to 10 years.pdf,July,script,none,30
Alzheimer s   Dementia - 2025 - Lavrova - 18F‐FDG PET in detection of primary age‐related tauopathy  PART    Is there a.pdf,July,none,none,31
Alzheimer s   Dementia - 2025 - LeMerise - Longitudinal diffusion tensor imaging correlates with amyloid burden in Down.pdf,July,pipeline; repository; reproducibility; reproducible; script,none,32
Alzheimer s   Dementia - 2025 - Lee - Moderating effects of plasma glial fibrillary acidic protein along the Alzheimer s.pdf,July,script,none,33
Alzheimer s   Dementia - 2025 - Leone - Alterations in MRI‐visible perivascular spaces precede dementia diagnosis by 18.pdf,July,reproducibility; reproducible; script,none,34
Alzheimer s   Dementia - 2025 - Logue - Novel differentially expressed genes and multiple biological pathways for Alzheimer.pdf,July,github; repository; script,https://github.com/kevinblighe/EnhancedVolcano,35
Alzheimer s   Dementia - 2025 - Maly - Performance of 123I‐ioflupane SPECT striatal binding in dementia with Lewy bodies.pdf,July,reproducibility,none,36
Alzheimer s   Dementia - 2025 - Marcatti - A brain‐derived tau oligomer polymorph is associated with cognitive resilience.pdf,July,script,none,37
Alzheimer s   Dementia - 2025 - Na - Neural basis of motor symptoms in Alzheimer s disease  role of regional tau burden and.pdf,July,script,none,38
Alzheimer s   Dementia - 2025 - Nance - GLP‐1RA comparative effectiveness against dementia onset relative to other.pdf,July,github; pipeline; script,https://github.com/romainkp/LtAtStructuR,39
Alzheimer s   Dementia - 2025 - Norling - Arterial stiffness moderates the link between NfL and cognition  The IGNITE study.pdf,July,script,none,40
Alzheimer s   Dementia - 2025 - Novoseltseva - Imaging myelin degradation in ex vivo prefrontal cortex tissue blocks in.pdf,July,open-source; pipeline; script; workflow,none,41
Alzheimer s   Dementia - 2025 - Nuytten - Randomized phase 2a trial assessing a novel septin molecular glue in Alzheimer s.pdf,July,script,none,42
Alzheimer s   Dementia - 2025 - Paauw - Awareness and knowledge of dementia risk reduction among current and future health.pdf,July,none,none,43
Alzheimer s   Dementia - 2025 - Phan - Reduced harm aversion relates to antisocial behaviors and orbitofrontal atrophy in.pdf,July,script,none,44
Alzheimer s   Dementia - 2025 - Piguet - Fourteen years later  Reviewing the diagnostic criteria for behavioral‐variant.pdf,July,osf,none,45
Alzheimer s   Dementia - 2025 - Pokala - Dementia knowledge and caregiver burden among carers of older adults in rural.pdf,July,script,none,46
Alzheimer s   Dementia - 2025 - Ramirez - Ancestral genomic functional differences in oligodendroglia  implications for.pdf,July,pipeline; reproducibility; reproducible; script,none,47
Alzheimer s   Dementia - 2025 - Ren - Identifying dementia neuropathology using low‐burden clinical data.pdf,July,pipeline; repository; reproducible; script,none,48
Alzheimer s   Dementia - 2025 - Saelzler - Age of menopause and dementia risk in 10 832 women from the Swedish Twin.pdf,July,reproducibility; script,none,49
Alzheimer s   Dementia - 2025 - Santos - White matter microstructure is differentially impacted by cerebral amyloid.pdf,July,pipeline; repository; script,none,50
Alzheimer s   Dementia - 2025 - Savola - Hippocampal tau distribution in primary age‐related tauopathy  The Vantaa 85 .pdf,July,script,none,51
Alzheimer s   Dementia - 2025 - Shariff - Dementia care and mortality in people experiencing homelessness  A matched cohort.pdf,July,script,none,52
Alzheimer s   Dementia - 2025 - Song - Reproductive health history and later life cognition in African Caribbean women.pdf,July,script,none,53
Alzheimer s   Dementia - 2025 - Stevens - A randomized trial of two online platforms for dementia family caregivers .pdf,July,script,none,54
Alzheimer s   Dementia - 2025 - Studer - Lifestyle  genetic risk  plasma pTau217  and incident cognitive impairment in WRAP.pdf,July,script,none,55
Alzheimer s   Dementia - 2025 - Tang - Unraveling the complexity of neurodegeneration  heterogeneous damage patterns of.pdf,July,script,none,56
Alzheimer s   Dementia - 2025 - Tian - Protective mechanisms against Alzheimer s disease in APOE3‐Christchurch homozygous.pdf,July,osf; pipeline; reproducibility; script,none,57
Alzheimer s   Dementia - 2025 - Tjokrowijoto - The road to young‐onset dementia diagnosis  Findings from the Joint.pdf,July,script,none,58
Alzheimer s   Dementia - 2025 - Tremblay - Altered network efficiency in isolated REM sleep behavior disorder  A.pdf,July,github; pipeline; repository; reproducible; workflow,none,59
Alzheimer s   Dementia - 2025 - Trudel - Rates of clinical progression according to biological Alzheimer s disease stages.pdf,July,script,none,60
Alzheimer s   Dementia - 2025 - Tsui - The TREM2 H157Y variant is associated with more severe neurodegeneration in.pdf,July,script,none,61
Alzheimer s   Dementia - 2025 - Uchida - Change points for dynamic biomarkers in the Alzheimer s disease pathological.pdf,July,github; open-source; script,none,62
Alzheimer s   Dementia - 2025 - Walter - Traumatic brain injury  changes in plasma amyloid  tau  and neurodegenerative.pdf,July,script,none,63
Alzheimer s   Dementia - 2025 - Wang - Measuring alignment between the ADRC UDS data elements  FDA  and EHR data standards.pdf,July,osf; script; workflow,none,64
Alzheimer s   Dementia - 2025 - Wang - Sex‐specific association of depressive symptom trajectories with cognitive decline.pdf,July,none,none,65
Alzheimer s   Dementia - 2025 - Wang - Tenascin‐R aggravates A  production in the perforant pathway by regulating Nav1 6.pdf,July,script,none,66
Alzheimer s   Dementia - 2025 - Yang - Decoding adipose brain crosstalk  Distinct lipid cargo in human adipose‐derived.pdf,July,reproducibility,none,67
Alzheimer s   Dementia - 2025 - Yang - Differences in inflammatory markers  mitochondrial function  and synaptic proteins.pdf,July,pipeline,none,68
Alzheimer s   Dementia - 2025 - Yi - Topological and geometric signatures of brain network dynamics in Alzheimer s disease.pdf,July,github; pipeline; reproducibility; script,https://github.com/NrgXnat/oasis-scripts,69
Alzheimer s   Dementia - 2025 - Akinyemi - Association between cardiovascular and cognitive health among older Indigenous.pdf,August,none,none,2
Alzheimer s   Dementia - 2025 - Almanza - High‐caloric intake rescues early symptomatic AD‐induced hippocampal.pdf,August,reproducibility,none,3
Alzheimer s   Dementia - 2025 - Anagnostakis - Impact of cardiometabolic conditions on the progression from mild cognitive.pdf,August,script,none,4
Alzheimer s   Dementia - 2025 - André - International recommendations for sleep and circadian research in aging and.pdf,August,script,none,5
Alzheimer s   Dementia - 2025 - Araujo‐Menendez - Cognitive trajectories among English‐ and Spanish‐test‐takers in the NACC.pdf,August,none,none,6
Alzheimer s   Dementia - 2025 - Atkins - The iADRS as an integrated measure of cognition and function  Psychometric.pdf,August,script,none,7
Alzheimer s   Dementia - 2025 - Bauer - Blood‐based pre‐screening in the SKYLINE secondary prevention Ph3 gantenerumab.pdf,August,github; open-source; script,none,8
Alzheimer s   Dementia - 2025 - Bellitti - Practice effects on digital cognitive assessment tools  insights from the.pdf,August,none,none,9
Alzheimer s   Dementia - 2025 - Boer - Cross‐country variance in facial emotion recognition in presymptomatic and.pdf,August,none,none,10
Alzheimer s   Dementia - 2025 - Bolton - Mild kidney dysfunction affects the predictive accuracy of blood‐based biomarkers.pdf,August,none,none,11
Alzheimer s   Dementia - 2025 - Brown - Demographically adjusted normative data among Peruvians with diverse education.pdf,August,reproducible; script,none,12
Alzheimer s   Dementia - 2025 - Caunca - Neuroimaging markers of dementia across race ethnicity and sex gender using an.pdf,August,code available; github; script,https://github.com/michelle-caunca/,13
Alzheimer s   Dementia - 2025 - Chan - NACC data  Who is represented over time and across centers  and implications for.pdf,August,script,none,14
Alzheimer s   Dementia - 2025 - Chen - Associations of neurodegenerative proteins with brain iron deposition and cognition.pdf,August,script,none,15
Alzheimer s   Dementia - 2025 - Choi - Beyond NACC s Uniform Data Set for cognition  the impact of additional items on.pdf,August,script; workflow,none,16
Alzheimer s   Dementia - 2025 - Ciampi - Intestinal inflammation induces glymphatic remodeling  priming early.pdf,August,script,none,17
Alzheimer s   Dementia - 2025 - Cody - Comparison of amyloid PET acquired through standardized and unstandardized protocols.pdf,August,pipeline; repository; script; workflow,none,18
Alzheimer s   Dementia - 2025 - Devanarayan - Multimodal prognostic modeling of individual cognitive trajectories to.pdf,August,github; pipeline; script,https://github.com/gbm-developers/gbm3,19
Alzheimer s   Dementia - 2025 - Doecke - Combining Lumipulse p‐tau217 and A 42 40 as confirmatory tests for A  positivity.pdf,August,reproducibility; reproducible,none,20
Alzheimer s   Dementia - 2025 - Dorfsman - Linkage and association of preserved cognitive function in the midwestern Amish.pdf,August,script,none,21
Alzheimer s   Dementia - 2025 - Edwards - Alzheimer s disease diagnostic progression is associated with cerebrovascular.pdf,August,open-source; repository; script,none,22
Alzheimer s   Dementia - 2025 - Eijansantos - Burden of psychiatric disease inversely correlates with Alzheimer s age at.pdf,August,none,none,23
Alzheimer s   Dementia - 2025 - Emrani - Carotid and regional arterial stiffness and dementia‐related imaging biomarkers in.pdf,August,pipeline; script,none,24
Alzheimer s   Dementia - 2025 - Eratne - Plasma p‐tau217  NfL  GFAP diagnostic performance and biomarker profiles in.pdf,August,script,none,25
Alzheimer s   Dementia - 2025 - Gallée - Facets of language performance in early‐onset and late‐onset Alzheimer s disease.pdf,August,script; workflow,none,26
Alzheimer s   Dementia - 2025 - Gao - PINK1 deficiency permits the development of Lewy body dementia with coexisting A .pdf,August,reproducibility; script,none,27
Alzheimer s   Dementia - 2025 - Gaynor - Measurement equivalence of the UDS version 2 0 and 3 0 neuropsychological.pdf,August,script,none,28
Alzheimer s   Dementia - 2025 - Gibson - Co‐pathology in Alzheimer s disease and Lewy body disease and its association with.pdf,August,script,none,29
Alzheimer s   Dementia - 2025 - Godrich - Genome‐wide association studies of TDP‐43 proteinopathy and hippocampal sclerosis.pdf,August,pipeline; repository; script,none,30
Alzheimer s   Dementia - 2025 - Greer - TREM2‐apoE3 interactions and Alzheimer s disease  Molecular and structural insights.pdf,August,github; osf; repository; script,https://github.com/Rory-Greer/TREM2-ApoE-Paper-2025,31
Alzheimer s   Dementia - 2025 - Halloway - Effect modifiers of the MIND diet for cognition in older adults  The MIND diet.pdf,August,reproducibility; script,none,32
Alzheimer s   Dementia - 2025 - He - Automated bimodal pause analysis for acoustic markers of cognitive decline and.pdf,August,script,none,33
Alzheimer s   Dementia - 2025 - Hong - MRI markers of cerebrospinal fluid dynamics predict dementia and mediate the impact.pdf,August,pipeline; script; workflow,none,34
Alzheimer s   Dementia - 2025 - Ikanga - The association of human apolipoprotein  4 with dementia  cognition  imaging  and.pdf,August,script,none,35
Alzheimer s   Dementia - 2025 - Kavcic - Cardiometabolic disorders and mild cognitive impairment in White and Black.pdf,August,repository; script,none,36
Alzheimer s   Dementia - 2025 - Kleiman - The Brain Health Index  Integrating vulnerability  resilience  and cognitive.pdf,August,pipeline; script,none,37
Alzheimer s   Dementia - 2025 - Kwapong - Retinal microvascular alterations in Alzheimer s disease  Linking blood plasma.pdf,August,pipeline; script,none,38
Alzheimer s   Dementia - 2025 - Latomme - A scoping review and comprehensive needs assessment for developing an.pdf,August,osf; script,https://osf.io/hkjvz,39
Alzheimer s   Dementia - 2025 - Le - Treatment modifiers and predictors of risperidone response in dementia  An individual.pdf,August,repository; script,none,40
Alzheimer s   Dementia - 2025 - Lee - Age‐related amyloid beta dynamics modeled with the generalized additive model for.pdf,August,script,none,41
Alzheimer s   Dementia - 2025 - Lee - Anticholinergics  executive function  and cognitive behavioral changes in Down.pdf,August,script; workflow,none,42
Alzheimer s   Dementia - 2025 - Liu - Caregivers  perspectives on lecanemab use for Alzheimer s disease  A national survey.pdf,August,script,none,43
Alzheimer s   Dementia - 2025 - Luo - Development and evaluation of image preprocessing pipelines for the Centiloid method.pdf,August,pipeline; repository; reproducibility; script; workflow,none,44
Alzheimer s   Dementia - 2025 - Markova - Defining the contributions of tau pathology in the amygdala to increasing.pdf,August,osf; pipeline; script,https://osf.io/mhx92/?view_,45
Alzheimer s   Dementia - 2025 - McDade - The relationship of soluble tau species with Alzheimer s disease amyloid plaque.pdf,August,script,none,46
Alzheimer s   Dementia - 2025 - McEligot - Associations between comorbid conditions with mild cognitive impairment and.pdf,August,repository; script,none,47
Alzheimer s   Dementia - 2025 - Miller - Neurodevelopment and neural environment inform Alzheimer s disease age at onset.pdf,August,script,none,48
Alzheimer s   Dementia - 2025 - Nguyen Ho - Objective physical activity and Alzheimer s disease burden in the.pdf,August,github; pipeline,https://github.com/Thomite/pampro,49
Alzheimer s   Dementia - 2025 - Nordestgaard - Cholesterol‐lowering drug targets reduce risk of dementia  Mendelian.pdf,August,github; script,none,50
Alzheimer s   Dementia - 2025 - Ouellette - Evaluation of hippocampal DLGAP2 overexpression on cognition  synaptic function.pdf,August,reproducibility,none,51
Alzheimer s   Dementia - 2025 - Palpatzis - Adaptive stress coping is associated with cognitive resilience in at‐risk.pdf,August,workflow,none,52
Alzheimer s   Dementia - 2025 - Povala - Amyloid beta and tau are associated with the dual effect of neuroinflammation on.pdf,August,pipeline; script,none,53
Alzheimer s   Dementia - 2025 - Powell - Understanding brain donation decisions  Predictors of indecision and change over.pdf,August,script,none,54
Alzheimer s   Dementia - 2025 - Raia - One‐carbon metabolism modulates miR‐29a DNA methylation crosstalk in Alzheimer s.pdf,August,script,none,55
Alzheimer s   Dementia - 2025 - Rädke - Efficacy and cost‐effectiveness of extended nursing roles in dementia care  Results.pdf,August,script,none,56
Alzheimer s   Dementia - 2025 - Ryoo - Metabolic and vascular contributions to dementia  Soluble epoxide hydrolase‐derived.pdf,August,none,none,57
Alzheimer s   Dementia - 2025 - Shen - Process evaluation of a digital health intervention for dementia caregivers .pdf,August,script,none,58
Alzheimer s   Dementia - 2025 - Shi - Five‐year change in sleep duration and incident Alzheimer s Disease and Related.pdf,August,script,none,59
Alzheimer s   Dementia - 2025 - Snyder - Integrating a motor domain enhances disease severity scales in an FTD‐ALS spectrum.pdf,August,script,none,60
Alzheimer s   Dementia - 2025 - Soleimani‐Meigooni - Calibration of multisite raters for prospective visual reads of.pdf,August,open-source; reproducibility; script,none,61
Alzheimer s   Dementia - 2025 - Soltaninejad - White matter hyperintensities precede other biomarkers in GRN frontotemporal.pdf,August,pipeline; script; workflow; zenodo,none,62
Alzheimer s   Dementia - 2025 - Sood - Relationship of antihypertensives with late‐life cognitive decline and.pdf,August,script,none,63
Alzheimer s   Dementia - 2025 - Soreq - Contactless longitudinal monitoring in the home characterizes aging and Alzheimer s.pdf,August,open-source; pipeline; script; workflow,none,64
Alzheimer s   Dementia - 2025 - Synnott - Characterizing financial risk from out‐of‐pocket expenditures across dementia.pdf,August,script,none,65
Alzheimer s   Dementia - 2025 - Thunell - Shifting care patterns  How Medicaid policies shape family and formal care use.pdf,August,script,none,66
Alzheimer s   Dementia - 2025 - Tong - Association of dietary sodium intake with late‐life cognitive decline and postmortem.pdf,August,reproducibility,none,67
Alzheimer s   Dementia - 2025 - Townsend - Estimating the preclinical Alzheimer s disease course with multimodal data.pdf,August,github; pipeline; repository; script,https://github.com/dtownsend2022/c-time,68
Alzheimer s   Dementia - 2025 - Tsang - Stroke heart syndrome and risk of incident dementia among patients with first‐ever.pdf,August,script,none,69
Alzheimer s   Dementia - 2025 - Vitali - Carotid endarterectomy mitigates Alzheimer s disease and non Alzheimer s disease.pdf,August,script,none,70
Alzheimer s   Dementia - 2025 - Vromen - Cerebrospinal fluid proteomic associations of APOE genotypes reveal distinct.pdf,August,script,none,71
Alzheimer s   Dementia - 2025 - Wang - Clinical progression on CDR‐SB   Progression‐free time at each 0 5 unit level in.pdf,August,repository; script,none,72
Alzheimer s   Dementia - 2025 - Wang - Engaging Chinese and Korean American communities in dementia research  A journey of.pdf,August,script,none,73
Alzheimer s   Dementia - 2025 - Weltings - Everyday functioning in young onset dementia  differences between diagnostic.pdf,August,script,none,74
Alzheimer s   Dementia - 2025 - Williams - Dementia prevalence in the Wisconsin Longitudinal Study.pdf,August,script,none,75
Alzheimer s   Dementia - 2025 - Yaari - Donanemab in preclinical Alzheimer s disease  Screening and baseline data from.pdf,August,pipeline; script,none,76
Alzheimer s   Dementia - 2025 - Zeighami - Sex differences in vulnerability to tau pathology  Impact on cognitive decline.pdf,August,pipeline; script,none,77
Alzheimer s   Dementia - 2025 - Zhang - Compression of cognitive decline and cognitive resilience in extreme longevity.pdf,August,script,none,78
Alzheimer s   Dementia - 2025 - Zhang - Real‐world observations of GLP‐1 receptor agonists and SGLT‐2 inhibitors as.pdf,August,pipeline,none,79
Alzheimer s   Dementia - 2025 - Zhu - Employment  volunteering  and health‐related resource use in pre‐symptomatic AD .pdf,August,script,none,80
Alzheimer s   Dementia - 2025 - Abughofah - The Cognitive Change Index in the Alzheimer s Disease Research Center setting .pdf,September,script,none,2
Alzheimer s   Dementia - 2025 - Acevedo‐Fontánez - Skeletal muscle adiposity and cognitive decline in a biracial cohort .pdf,September,reproducibility; script,none,3
