month,row,doi,first_author,first_author_gender,last_author,last_author_gender,status
August,68,10.1002/alz.70658,Diana L. Townsend,Female,Rachel F. Buckley,Female,ok
August,69,10.1002/alz.70716,Christopher T. W. Tsang,Male,Kai‐Hang Yiu,Unknown,ok
August,70,10.1002/alz.70674,Francesca Vitali,Female,Craig Weinkauf,Male,ok
August,71,10.1002/alz.70738,Eleonora M. Vromen,Female,Betty Tijms,Female,ok
August,72,10.1002/alz.70643,Guoqiao Wang,Androgynous,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
August,73,10.1002/alz.70664,Jing Wang,Androgynous,Bei Wu,Androgynous,ok
August,74,10.1002/alz.70711,Emma Weltings,Female,Sietske A. M. Sikkes,Female,ok
August,75,10.1002/alz.70714,Victoria J. Williams,Female,Sanjay Asthana,Male,ok
August,76,10.1002/alz.70662,Roy Yaari,Male,John R. Sims,Male,ok
August,77,10.1002/alz.70634,Yashar Zeighami,Male,Mahsa Dadar,Female,ok
August,78,10.1002/alz.70683,Wenxin Zhang,Androgynous,Yuan Ma,Androgynous,ok
August,79,10.1002/alz.70639,Pengyue Zhang,Unknown,Feixiong Cheng,Unknown,ok
August,80,10.1002/alz.70641,Carolyn W. Zhu,Female,Mary Sano,Female,ok
September,2,10.1002/alz.70754,Yousaf Abughofah,Unknown,Andrew J. Saykin,Male,ok
September,3,10.1002/alz.70846,Adrianna I. Acevedo‐Fontánez,Female,Iva Miljkovic,Female,ok
September,4,10.1002/alz.70818,Michael F. Almeida,Male,Ben A. Bahr,Male,ok
September,5,10.1002/alz.70791,Md Mamun Al‐Amin,Unknown,Jungsu Kim,Male,ok
September,6,10.1002/alz.70826,Shea J. Andrews,Androgynous,Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
September,7,10.1002/alz.70802,Dario Bachmann,Male,Anton Gietl,Male,ok
September,8,10.1002/alz.70830,Madison C. Bangs,Female,Nicholas T. Seyfried,Male,ok
September,9,10.1002/alz.70748,Dylan Barber,Male,Heather C. Rice,Female,ok
September,10,10.1002/alz.70772,Logan M. Bedford,Male,Stephanie J. Bissel,Female,ok
September,11,10.1002/alz.70829,Nishita Bhembre,Unknown,Patricio Opazo,Male,ok
September,12,10.1002/alz.70783,Davina Biel,Female,for the Alzheimer's Disease Neuroimaging Initiative (ADNI),Unknown,ok
September,13,10.1002/alz.70821,Rebecca A. Buchanan,Female,Fiona E. Harrison,Female,ok
September,14,10.1002/alz.70792,Diane Chan,Female,Li‐Huei Tsai,Unknown,ok
September,15,10.1002/alz.70813,Lata Chaunsali,Female,Harald Sontheimer,Male,ok
September,16,10.1002/alz.70750,Sihui Chen,Androgynous,Huifang Shang,Androgynous,ok
September,17,10.1002/alz.70790,Juan Antonio K. Chong Chie,Male,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
September,18,10.1002/alz.70771,Sean Coulborn,Male,David C. Perry,Male,ok
September,19,10.1002/alz.70922,Ryan Dacey,Male,Jesse Mez,Male,ok
September,20,10.1002/alz.70799,Dina Dass,Female,Alzheimer Biomarker Consortium – Down syndrome (ABC‐DS),Unknown,ok
September,21,10.1002/alz.70749,Michael C. B. David,Male,Paresh A. Malhotra,Unknown,ok
September,22,10.1002/alz.70766,Desarae A. Dempsey,Unknown,Alzheimer Gut Microbiome Project Consortium,Unknown,ok
September,23,10.1002/alz.70798,Monica M. Diaz,Female,Serggio C. Lanata,Unknown,ok
September,24,10.1002/alz.70793,James D. Doecke,Male,Anthony Bannon,Male,ok
September,25,10.1002/alz.70785,Xiaosheng Dong,Unknown,Chengchao Zhou,Unknown,ok
September,26,10.1002/alz.70831,Lianlian Du,Androgynous,Sterling C. Johnson,Male,ok
September,27,10.1002/alz.14351,Salma Elasfar,Female,Kaylena Ehgoetz Martens,Unknown,ok
September,28,10.1002/alz.70810,Grace C. George,Female,Amy J. H. Kind,Female,ok
September,29,10.1002/alz.70794,Anna E. Goodheart,Female,Stephen N. Gomperts,Male,ok
September,30,10.1002/alz.70782,Grace J. Goodwin,Female,Samantha E. John,Female,ok
September,31,10.1002/alz.70059,Cellas A. Hayes,Unknown,Kyan Younes,Unknown,ok
September,32,10.1002/alz.70833,Kevin S. Heffernan,Male,Stacey M. Schaefer,Female,ok
September,33,10.1002/alz.70770,Shimaa A. Heikal,Unknown,Mohamed Salama,Male,ok
September,34,10.1002/alz.70844,Farideh Hosseinkhani,Female,Thomas Hankemeier,Male,ok
September,35,10.1002/alz.70825,Brittany Intzandt,Female,ONDRI and CCNA Investigators,Unknown,ok
September,36,10.1002/alz.70765,Tovia Jacobs,Unknown,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
September,37,10.1002/alz.70837,Koung Mi Kang,Unknown,for the KBASE Research Group,Unknown,ok
September,38,10.1002/alz.14489,Yuta Katsumi,Female,the LEADS Consortium for the Alzheimer's Disease Neuroimaging Initiative,Female,ok
September,39,10.1002/alz.70894,Bo‐Hyun Kim,Unknown,for the Alzheimer's Disease Neuroimaging Initiative#,Unknown,ok
September,40,10.1002/alz.70815,Hairin Kim,Unknown,Rebecca E. Amariglio,Female,ok
September,41,10.1002/alz.70784,Andreea‐Claudia Kosa,Unknown,Karelle Leroy,Female,ok
September,42,10.1002/alz.70877,Jessamine F. Kuehn,Unknown,Barbara B. Bendlin,Female,ok
September,43,10.1002/alz.14307,Elizabeth Kuhn,Female,Harvard Aging Brain Study,Unknown,ok
September,44,10.1002/alz.70805,Juliette H. Lanskey,Female,James B. Rowe,Male,ok
September,45,10.1002/alz.70832,Michael L. Lee,Male,Paul K. Crane,Male,ok
September,46,10.1002/alz.70900,Eun Hye Lee,Female,Kwangsik Nho,Male,ok
September,47,10.1002/alz.70824,Xueqin Li,Androgynous,Yan Zhang,Male,ok
September,48,10.1002/alz.70803,Wen Li,Androgynous,Qiao Song,Androgynous,ok
September,49,10.1002/alz.70779,Xiaoyang Li,Androgynous,Yulin Dai,Androgynous,ok
September,50,10.1002/alz.70762,Luigi Lorenzini,Male,Frederik Barkhof,Male,ok
September,51,10.1002/alz.70756,Audrey Low,Female,the PREVENT Dementia Investigators,Female,ok
September,52,10.1002/alz.70797,Ekaterina Manuilova,Female,Timo Grimmer,Male,ok
September,53,10.1002/alz.70840,Federico Masserini,Male,Leonardo Pantoni,Male,ok
September,54,10.1002/alz.70768,Maria Misiura,Female,Jean Ikanga,Male,ok
September,55,10.1002/alz.70773,Jonathan Naftali,Male,Ophir Keret,Male,ok
September,56,10.1002/alz.70834,Tenzin Namdul,Unknown,Dedra Buchwald,Female,ok
September,57,10.1002/alz.70834,Tenzin Namdul,Unknown,Dedra Buchwald,Female,ok
September,58,10.1002/alz.70880,Julie E. Oomens,Female,Elizabeth C. Mormino,Female,ok
September,59,10.1002/alz.70769,George Nkrumah Osei,Male,David Larbi Simpong,Male,ok
September,60,10.1002/alz.70776,María Pascual‐Lucas,Female,Mercè Boada,Female,ok
September,61,10.1002/alz.70892,Valory N. Pavlik,Unknown,Laura Lovato,Female,ok
September,62,10.1002/alz.70761,Taylor J. Pedersen,Male,Brendan P. Lucey,Male,ok
September,63,10.1002/alz.70820,Batool Rizvi,Unknown,Rachel A. Whitmer,Female,ok
September,64,10.1002/alz.70764,Lindsay J. Rotblatt,Female,Kelsey R. Thomas,Female,ok
September,65,10.1002/alz.70842,Bonnie C. Sachs,Female,Stephen R. Rapp,Male,ok
September,66,10.1002/alz.70800,Stephanie Santiago‐Mejias,Female,Anna Campbell Sullivan,Female,ok
September,67,10.1002/alz.70755,Duygu Sezgin,Female,Sarah Janus,Female,ok
September,68,10.1002/alz.70822,Taiki Sugimoto,Male,J‐MINT study group,Unknown,ok
September,69,10.1002/alz.70866,Jordan Tanley,Male,Timothy M. Hughes,Male,ok
September,70,10.1002/alz.70886,Rasika Venkatesh,Unknown,Marylyn D. Ritchie,Female,ok
September,71,10.1002/alz.70752,Inge M. W. Verberk,Female,Charlotte Teunissen,Female,ok
September,72,10.1002/alz.70812,Julie K. Wisch,Female,Brian Gordon,Male,ok
September,73,10.1002/alz.70788,Kyung Ah Woo,Female,Jee‐Young Lee,Unknown,ok
September,74,10.1002/alz.70747,Lily Xiao,Female,Alison Kitson,Female,ok
September,75,10.1002/alz.70795,Rong Ye,Androgynous,Stephen N. Gomperts,Male,ok
September,76,10.1002/alz.70839,Nien Yeh Daphne Yu,Unknown,Kristine Yaffe,Female,ok
October,2,10.1002/alz.14410,Justina F. Avila‐Rieger,Female,Jennifer J. Manly,Female,ok
October,3,10.1002/alz.14411,Viswanath Devanarayan,Unknown,for the Alzheimer's Disease Neuroimaging Initiative (ADNI),Unknown,ok
October,4,10.1002/alz.14408,Kyle C. Kern,Female,Jason D. Hinman,Male,ok
October,5,10.1002/alz.14406,Ramiro Eduardo Rea Reyes,Male,Sterling C. Johnson,Male,ok
October,6,10.1002/alz.14409,Miriam Scarpa,Female,Amit Kumar,Male,ok
October,7,10.1002/alz.14416,Dahyun Yi,Unknown,for the KBASE research group,Unknown,ok
October,8,10.1002/alz.70870,Daniel Arnold,Male,Wyllians Vendramini Borelli,Unknown,ok
October,9,10.1002/alz.70903,Lílian Viana dos Santos Azevedo,Unknown,Paulo Caramelli,Male,ok
October,10,10.1002/alz.70899,Seung Hyun Baek,Androgynous,Dong‐Gyu Jo,Unknown,ok
October,11,10.1002/alz.70916,Wasiu G. Balogun,Unknown,Thomas K. Karikari,Male,ok
October,12,10.1002/alz.70980,Cristina Barahona‐López,Female,Beatriz Perez‐Gomez,Female,ok
October,13,10.1002/alz.14414,Tobias Bittner,Male,Frederik Barkhof,Male,ok
October,14,10.1002/alz.70897,Corey J. Bolton,Male,Angela L. Jefferson,Female,ok
October,15,10.1002/alz.14403,Sarah Buchholz,Female,Hans Zempel,Male,ok
October,16,10.1002/alz.14415,Raffaele Cacciaglia,Male,for the ALFA study,Unknown,ok
October,17,10.1002/alz.14400,Yue Cai,Androgynous,Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
October,18,10.1002/alz.70889,Kwun C. G. Chan,Unknown,Lisa L. Barnes,Female,ok
October,19,10.1002/alz.14391,Xiaozhi Chen,Androgynous,Zhiqiang Zhang,Androgynous,ok
October,20,10.1002/alz.70896,Yu Chen,Androgynous,Catherine C. Kaczorowski,Female,ok
October,21,10.1002/alz.70895,Jiu Chen,Androgynous,Bing Zhang,Androgynous,ok
October,22,10.1002/alz.70930,Morgan A. Coburn,Male,Mathew Blurton‐Jones,Male,ok
October,23,10.1002/alz.70890,Patrick Crowley,Male,Rónán O'Caoimh,Unknown,ok
October,24,10.1002/alz.70979,Nilton Custodio,Unknown,Agustin Ibañez,Male,ok
October,25,10.1002/alz.70931,Makrina Daniilidou,Female,Miia Kivipelto,Female,ok
October,26,10.1002/alz.70881,Viswanath Devanarayan,Unknown,Michael C. Irizarry,Male,ok
October,27,10.1002/alz.70960,Dvir Dori,Male,Howard Chertkow,Male,ok
October,28,10.1002/alz.70905,Christopher H. van Dyck,Male,Lynn Kramer,Female,ok
October,29,10.1002/alz.70910,Lauren Edwards,Female,Katherine J. Bangen,Female,ok
October,30,10.1002/alz.70898,Jaclyn M. Eissman,Female,Badri N. Vardarajan,Male,ok
October,31,10.1002/alz.70869,Fareshte Erani,Unknown,Kelsey R. Thomas,Female,ok
October,32,10.1002/alz.70948,Elham Ghanbarian,Female,Ali Ezzati,Male,ok
October,33,10.1002/alz.14429,Gabriela T. Gomez,Female,Keenan A. Walker,Male,ok
October,34,10.1002/alz.70977,Despoina Goniotaki,Female,Deepak P. Srivastava,Male,ok
October,35,10.1002/alz.14367,Anthony J. Griswold,Male,Margaret A. Pericak‐Vance,Female,ok
October,36,10.1002/alz.70953,Stefano Guglielmo,Male,Nicola Origlia,Female,ok
October,37,10.1002/alz.70954,Adam de Havenon,Male,Christopher D. Anderson,Male,ok
October,38,10.1002/alz.70950,Zhiyong Hou,Androgynous,Weijun Huang,Androgynous,ok
October,39,10.1002/alz.70879,Moriah J. Hovde,Female,Rudolph E. Tanzi,Male,ok
October,40,10.1002/alz.70952,Stephanie Humblet‐Baron,Female,Adrian Liston,Male,ok
October,41,10.1002/alz.70907,Mackenzie Hyman,Female,Hui Wang,Androgynous,ok
October,42,10.1002/alz.70875,So Yeon Jeon,Androgynous,Dong Young Lee,Androgynous,ok
October,43,10.1002/alz.70920,Sungwoo Kang,Male,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
October,44,10.1002/alz.70949,Hande Karahan,Female,Jungsu Kim,Male,ok
October,45,10.1002/alz.70885,Melvin W. King,Male,Erik S. Musiek,Male,ok
October,46,10.1002/alz.70946,Yan Li,Male,Jianping Jia,Androgynous,ok
October,47,10.1002/alz.70919,Anlan Lin,Unknown,Jing Zhang,Androgynous,ok
October,48,10.1002/alz.70851,Shiwei Liu,Androgynous,Kwangsik Nho,Male,ok
October,49,10.1002/alz.70908,Ke Liu,Androgynous,Hong Zhang,Androgynous,ok
October,50,10.1002/alz.70871,Christina M. Magana‐Ramirez,Female,David L. Sultzer,Male,ok
October,51,10.1002/alz.70943,Aman Mangalmurti,Male,John R. Lukens,Male,ok
October,52,10.1002/alz.70923,Sneha Sarah Mani,Female,Lindsay C Kobayashi,Female,ok
October,53,10.1002/alz.70864,Francesca R. Marino,Female,Phillip H. Hwang,Male,ok
October,54,10.1002/alz.70878,Thomas H. McCoy,Male,Roy H. Perlis,Male,ok
October,55,10.1002/alz.14381,Anna McKeever,Female,John T. O'Brien,Male,ok
October,56,10.1002/alz.70929,Blaise W. Menta,Male,Russell H. Swerdlow,Male,ok
October,57,10.1002/alz.70957,J. Scott Miners,Unknown,and for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
October,58,10.1002/alz.70912,Saira S. Mirza,Unknown,Connie Marras,Female,ok
October,59,10.1002/alz.70850,Kyle D. Moored,Female,Michelle C. Carlson,Female,ok
October,60,10.1002/alz.70965,Naomi Moreno,Female,Rakez Kayed,Unknown,ok
October,61,10.1002/alz.70901,Amelia Morgan,Female,John Gallacher,Male,ok
October,62,10.1002/alz.70951,Emma Nichols,Female,Jinkook Lee,Unknown,ok
October,63,10.1002/alz.71012,Wepnyu Yembe Njamnshi,Unknown,LEADS Consortium,Unknown,ok
October,64,10.1002/alz.70882,Shahram Oveisgharan,Male,David A. Bennett,Male,ok
October,65,10.1002/alz.70915,Yuliya Patsyuk,Female,Heidi I. L. Jacobs,Female,ok
October,66,10.1002/alz.70872,Elizabeth Pirraglia,Female,Yongzhao Shao,Androgynous,ok
October,67,10.1002/alz.70891,Igor Prufer Q C Araujo,Male,Lawren VandeVrede,Unknown,ok
October,68,10.1002/alz.70958,Jung‐Min Pyun,Unknown,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
October,69,10.1002/alz.70852,Paulino Ramirez,Male,Bess Frost,Female,ok
October,70,10.1002/alz.70868,Alina Renli,Female,Bruno Giordani,Male,ok
October,71,10.1002/alz.70921,Xuewen Rong,Androgynous,Liming Shu,Androgynous,ok
October,72,10.1002/alz.70906,Rebecca Z. Rousset,Female,Anouk den Braber,Female,ok
October,73,10.1002/alz.14398,Mirella Russo,Female,the Alzheimer's Disease Neuroimaging Initiative,Female,ok
October,74,10.1002/alz.70909,Sanjib Saha,Unknown,UlfG Gerdtham,Unknown,ok
October,75,10.1002/alz.70902,Dario Saracino,Male,Isabelle Le Ber,Female,ok
October,76,10.1002/alz.70888,Muhammad Rehan Sarwar,Male,Johnson George,Male,ok
October,77,10.1002/alz.70904,Hiroaki Sekiya,Male,Dennis W. Dickson,Male,ok
October,78,10.1002/alz.70917,Alissa B. Sideman,Female,Katherine L. Possin,Female,ok
October,79,10.1002/alz.70940,Ramkrishna K. Singh,Unknown,for the Aging Adult Brain Connectome (AABC) study team,Unknown,ok
October,80,10.1002/alz.70945,Federica Spoto,Female,Hossein Estiri,Male,ok
October,81,10.1002/alz.70927,Claudia K. Suemoto,Female,Lea T. Grinberg,Female,ok
October,82,10.1002/alz.70947,Sowmya N. Sundaresh,Unknown,Russell E. Nicholls,Male,ok
October,83,10.1002/alz.70925,Willians Tambo,Unknown,Chunyan Li,Androgynous,ok
October,84,10.1002/alz.70932,You‐Yi Tu,Unknown,Qi‐Hao Guo,Unknown,ok
October,85,10.1002/alz.70942,Yoo Hyun Um,Androgynous,Hyun Kook Lim,Androgynous,ok
October,86,10.1002/alz.70865,Cosar Uzun,Unknown,Shaolin Liu,Androgynous,ok
October,87,10.1002/alz.70936,Anna M. VandeBunte,Female,Joel H. Kramer,Male,ok
October,88,10.1002/alz.70874,Anna Vázquez‐Oliver,Female,Andrés Ozaita,Male,ok
October,89,10.1002/alz.70934,Chao‐Yi Wu,Unknown,Hiroko H. Dodge,Female,ok
October,90,10.1002/alz.70937,Yuexuan Xu,Unknown,Richard Mayeux,Male,ok
October,91,10.1002/alz.70963,Rong Ye,Androgynous,Stephen N. Gomperts,Male,ok
October,92,10.1002/alz.14402,Zhong‐Yuan Yu,Unknown,Yan‐Jiang Wang,Unknown,ok
October,93,10.1002/alz.70893,Summan Zahra,Unknown,Craig C. Weinkauf,Male,ok
November,2,10.1002/alz.14464,Christina Silvia Dintica,Female,Kristine Yaffe,Female,ok
November,3,10.1002/alz.14469,Kejal Kantarci,Unknown,Michelle M. Mielke,Female,ok
November,4,10.1002/alz.14433,Surabhi D. Abhyankar,Unknown,Ashay D. Bhatwadekar,Unknown,ok
November,5,10.1002/alz.14461,Vibha Acharya,Female,M. Ilyas Kamboh,Unknown,ok
November,6,10.1002/alz.14508,Nicholas J. Ashton,Male,Henrik Zetterberg,Male,ok
November,7,10.1002/alz.14482,Alberto Benussi,Male,Barbara Borroni,Female,ok
November,8,10.1002/alz.14471,Roshni Biswas,Female,Zoe Arvanitakis,Female,ok
November,9,10.1002/alz.70995,Catherine P. Bondonno,Female,Nicola P. Bondonno,Female,ok
November,10,10.1002/alz.70985,Shayna T. Brodman,Female,Thomas K. Karikari,Male,ok
November,11,10.1002/alz.71008,Gregory A. Cary,Male,for The Emory‐Sage‐SGC‐JAX TREAT‐AD Center,Unknown,ok
November,12,10.1002/alz.71006,Tonnar Castellano,Unknown,Mary Ellen Koran,Female,ok
November,13,10.1002/alz.71001,Hui Chen,Androgynous,Changzheng Yuan,Androgynous,ok
November,14,10.1002/alz.71002,Greta Jianjia Cheng,Female,Andrea L. Rosso,Female,ok
November,15,10.1002/alz.14472,Nicola Coley,Female,the preDIVA study group and the MAPT/IHU HealthAge Open Science group,Female,ok
November,16,10.1002/alz.70993,Sean J. Colloby,Male,John‐Paul Taylor,Unknown,ok
November,17,10.1002/alz.70019,Scott E. Counts,Male,Debomoy K. Lahiri,Unknown,ok
November,18,10.1002/alz.14477,Dibyadeep Datta,Unknown,Amy F. T. Arnsten,Female,ok
November,19,10.1002/alz.70989,Ilaria Linda Dellarole,Female,Paola Caroppo,Female,ok
November,20,10.1002/alz.71039,Lili Fang,Female,Tengfei Guo,Androgynous,ok
November,21,10.1002/alz.71004,James E. Galvin,Male,Anthony O. Caggiano,Male,ok
November,22,10.1002/alz.14490,Patricia Genius,Female,for the ALFA study,Unknown,ok
November,23,10.1002/alz.70975,Deling He,Androgynous,Kimberly D. Mueller,Female,ok
November,24,10.1002/alz.70982,Vaibhav A. Janve,Unknown,A4 and LEARN Study Group,Unknown,ok
November,25,10.1002/alz.14456,Ainara Jauregi‐Zinkunegi,Female,Davide Bruno,Male,ok
November,26,10.1002/alz.14506,Jiwei Jiang,Androgynous,Jun Xu,Male,ok
November,27,10.1002/alz.14495,Jiangli Jin,Androgynous,Yue Leng,Androgynous,ok
November,28,10.1002/alz.71010,Koung Mi Kang,Unknown,KBASE Research Group,Unknown,ok
November,29,10.1002/alz.70984,Riley E. Kemna,Male,Jill K. Morris,Female,ok
November,30,10.1002/alz.14534,Zaven Khachaturian,Male,Ara S. Khachaturian,Male,ok
November,31,10.1002/alz.70968,Daniel L. Kranz,Male,William L. Klein,Male,ok
November,32,10.1002/alz.14491,Jiahui Li,Androgynous,Chengxuan Qiu,Unknown,ok
November,33,10.1002/alz.70990,Zixuan Lin,Unknown,Dengrong Jiang,Unknown,ok
November,34,10.1002/alz.14479,Jr‐Jiun Liou,Unknown,for the Alzheimer Biomarker Consortium ‐ Down Syndrome,Unknown,ok
November,35,10.1002/alz.71000,Yuntao Liu,Androgynous,Zhen Wang,Androgynous,ok
November,36,10.1002/alz.14457,Kathy Y. Liu,Female,Robert Howard,Male,ok
November,37,10.1002/alz.70969,Linda M. C. Lorenz,Female,Henne Holstege,Unknown,ok
November,38,10.1002/alz.70994,Shau Yu Lynch,Unknown,Cindy Zadikoff,Female,ok
November,39,10.1002/alz.14474,Andy Madrid,Male,Reid S. Alisch,Male,ok
November,40,10.1002/alz.70973,Marcella Montagnese,Female,Richard A. I. Bethlehem,Male,ok
November,41,10.1002/alz.70970,Nidhi S. Mundada,Female,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
November,42,10.1002/alz.14452,Yuye Ning,Unknown,Jianping Jia,Androgynous,ok
November,43,10.1002/alz.70987,Feng‐Feng Pan,Unknown,Qi‐Hao Guo,Unknown,ok
November,44,10.1002/alz.14424,Arsenio Páez,Male,Gerard Piñol Ripoll,Male,ok
November,45,10.1002/alz.14486,Wei Qin,Androgynous,Jian‐Ping Jia,Unknown,ok
November,46,10.1002/alz.71054,Miriam Rabl,Female,Julius Popp,Male,ok
November,47,10.1002/alz.70972,Shima Raeesi,Female,Mahsa Dadar,Female,ok
November,48,10.1002/alz.14454,Ravi Rajmohan,Male,Claudia Kawas,Female,ok
November,49,10.1002/alz.14478,Annie Rhodes,Female,Daniel Bluestein,Male,ok
November,50,10.1002/alz.14423,Roos M. Rikken,Female,for ADNI,Unknown,ok
November,51,10.1002/alz.14488,Filipa M. Rocha,Female,Amit Kumar,Male,ok
November,52,10.1002/alz.71003,Kiana A. Scambray,Female,Laura B. Zahodne,Female,ok
November,53,10.1002/alz.14485,Mythily Subramaniam,Unknown,Siow Ann Chong,Unknown,ok
November,54,10.1002/alz.70991,Jonathan Tablante,Male,Jessica de Leon,Female,ok
November,55,10.1002/alz.71016,Zeynab Tabrizi,Female,Oliver Bracko,Male,ok
November,56,10.1002/alz.70999,Sarah Walter,Female,Michael S. Rafii,Male,ok
November,57,10.1002/alz.71048,Marcel S. Woo,Male,Pedro Rosa‐Neto,Male,ok
November,58,10.1002/alz.14480,Season K. Wyatt‐Johnson,Unknown,Randy R. Brutkiewicz,Male,ok
November,59,10.1002/alz.14450,Kathryn A. Wyman‐Chick,Female,the Alzheimer's Association International Society to Advance Alzheimer's Research and Treatment (ISTAART) Lewy Body Dementias Professional Interest Area (LBD PIA) Prodromal Working Group,Female,ok
November,60,10.1002/alz.71050,Ying Xia,Androgynous,Elizabeth J. Coulson,Female,ok
November,61,10.1002/alz.14492,Long Xie,Male,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
November,62,10.1002/alz.14475,Ye Xie,Androgynous,Yixuan Ku,Androgynous,ok
November,63,10.1002/alz.71033,Tao Yang,Androgynous,The Emory‐Sage‐SGC‐Jax TREAT‐AD Center,Female,ok
November,64,10.1002/alz.70974,Byoung Seok Ye,Androgynous,Won Seok Chang,Male,ok
November,65,10.1002/alz.14465,Brian Sheng Yep Yeo,Male,Ecosse L. Lamoureux,Unknown,ok
November,66,10.1002/alz.71022,Yao Zhang,Androgynous,Peiyu Huang,Androgynous,ok
November,67,10.1002/alz.70983,Bowei Zhang,Androgynous,Aladdin H. Shadyab,Male,ok
November,68,10.1002/alz.70996,Parsa Afrooz,Unknown,Maxime Montembeault,Male,ok
November,69,10.1002/alz.71007,Julia R. Bacci,Female,Michelle M. Mielke,Female,ok
November,70,10.1002/alz.71036,Sirena Gutierrez,Unknown,Paola Gilsanz,Female,ok
November,71,10.1002/alz.71061,Brittany M. Hauger,Female,Heather M. Wilkins,Female,ok
November,72,10.1002/alz.71052,Bing He,Androgynous,Yakeel T. Quiroz,Unknown,ok
November,73,10.1002/alz.70967,Pamela Herd,Female,Michal Engelman,Male,ok
November,74,10.1002/alz.71056,Hao Li,Androgynous,Anil M. Tuladhar,Male,ok
November,75,10.1002/alz.71029,Ping‐Ju Lin,Unknown,"Alzheimer's Disease Neuroimaging Initiative, for the Health and Aging Brain Study (HABS‐HD) Study Team",Unknown,ok
November,76,10.1002/alz.71059,Dae Jong Oh,Androgynous,Ki Woong Kim,Androgynous,ok
November,77,10.1002/alz.71051,Jordan Stiver,Male,Sarah J. Banks,Female,ok
November,78,10.1002/alz.71041,Yiyang Wu,Androgynous,Timothy J. Hohman,Male,ok
November,79,10.1002/alz.71044,Weiwei Zhang,Androgynous,Lu Shen,Androgynous,ok
December,2,10.1002/alz.14500,Sonal Agrawal,Female,Julie A Schneider,Female,ok
December,3,10.1002/alz.14621,Nicholas J. Ashton,Male,Henrik Zetterberg,Male,ok
December,4,10.1002/alz.14530,Helena Balabin,Female,Rik Vandenberghe,Male,ok
December,5,10.1002/alz.14507,May A. Beydoun,Female,Alan B. Zonderman,Male,ok
December,6,10.1002/alz.14544,Patricia A. Boyle,Female,Lei Yu,Androgynous,ok
December,7,10.1002/alz.14574,Tina E. Brinkley,Female,Hossam A. Shaltout,Male,ok
December,8,10.1002/alz.14516,Arenn F. Carlos,Unknown,Keith A. Josephs,Male,ok
December,9,10.1002/alz.14503,Sihui Chen,Androgynous,Huifang Shang,Androgynous,ok
December,10,10.1002/alz.14553,Minyoung Cho,Female,Kwangsik Nho,Male,ok
December,11,10.1002/alz.14502,Joyce R. Chong,Female,Mitchell K. P. Lai,Male,ok
December,12,10.1002/alz.14497,Jacob Alexander Cleary,Male,Gagan Deep,Unknown,ok
December,13,10.1002/alz.14570,Karly A. Cody,Female,Sterling C. Johnson,Male,ok
December,14,10.1002/alz.14555,Paul D. Coleman,Male,Carol J. Huseby,Female,ok
December,15,10.1002/alz.14558,Maria Sofia Cotelli,Female,Barbara Borroni,Female,ok
December,16,10.1002/alz.14567,Nikhil Dave,Male,Aishwarya Sukumar,Unknown,ok
December,17,10.1002/alz.14568,Alyssa N. De Vito,Female,for the Alzheimer's Disease Neuroimaging Initiative,Unknown,ok
December,18,10.1002/alz.14573,James D. Doecke,Male,Charlotte Teunissen,Female,ok
December,19,10.1002/alz.14549,Michael R. Duggan,Male,Keenan A. Walker,Male,ok
December,20,10.1002/alz.14548,Wassim Elyaman,Male,Serge Przedborski,Male,ok
December,21,10.1002/alz.70117,Huriye Ercan,Female,Maria Zellner,Female,ok
December,22,10.1002/alz.14525,Xuhao Fang,Unknown,Jin Hu,Female,ok
December,23,10.1002/alz.14513,Nicolas Farina,Male,David M. Ndetei,Male,ok
December,24,10.1002/alz.14543,Yijia Feng,Androgynous,Weihong Song,Androgynous,ok
December,25,10.1002/alz.14542,Matthew Gabel,Male,Jessica Mozersky,Female,ok
December,26,10.1002/alz.14521,Feng Gao,Androgynous,Yong Shen,Male,ok
December,27,10.1002/alz.14572,Martina Del Giovane,Female,Jonathan M. Schott,Male,ok
December,28,10.1002/alz.14510,Valentin Gonay,Male,Andrey V. Kajava,Male,ok
December,29,10.1002/alz.14563,Sang‐Won Han,Unknown,Young Ho Park,Female,ok
December,30,10.1002/alz.14559,Sidra Haye,Unknown,Julie Zissimopoulos,Female,ok
December,31,10.1002/alz.14557,Marieke P. Hoevenaar‐Blom,Female,MAPT/IHU HealthAge Open Science study group,Unknown,ok
December,32,10.1002/alz.14531,Laura E. Hughes,Female,James B. Rowe,Male,ok
December,33,10.1002/alz.14526,Hyemin Jang,Female,the K‐ROAD study groups,Female,ok
December,34,10.1002/alz.14511,Maria Eleni Karakatsani,Female,Xosé Luís Deán‐Ben,Male,ok
December,35,10.1002/alz.14519,James T. Kennedy,Male,the ABC‐DS and DIAN Consortia,Female,ok
