month,row,doi,pdf,country,status
May,67,10.1002/alz.70322,Alzheimer s   Dementia - 2025 - Thorwald - Down syndrome with Alzheimer s disease brains have increased iron and associated.pdf,United States,ok
May,68,10.1002/alz.70355,Alzheimer s   Dementia - 2025 - Vanderlip - Integrating plasma p‐tau217 and digital cognitive assessments for early.pdf,United States,ok
May,69,10.1002/alz.70328,Alzheimer s   Dementia - 2025 - Wang - Alzheimer s disease plasma biomarkers in the Midwestern Amish.pdf,United States,ok
May,70,10.1002/alz.70378,Alzheimer s   Dementia - 2025 - Wang - Clinical features  biomarker profiles  and neuroimaging characteristics in patients.pdf,China,ok
May,71,10.1002/alz.70399,Alzheimer s   Dementia - 2025 - Wang - MicroRNA‐153‐3p targets repressor element 1‐silencing transcription factor  REST .pdf,United States,ok
May,72,10.1002/alz.70333,Alzheimer s   Dementia - 2025 - Wang - Prediction of longitudinal synaptic loss in Alzheimer s disease using tau PET and.pdf,United States,ok
May,73,10.1002/alz.70427,Alzheimer s   Dementia - 2025 - Watanabe - Clinicopathological characterization of vacuolar tauopathy associated with VCP.pdf,United States,ok
May,74,10.1002/alz.70351,Alzheimer s   Dementia - 2025 - Whitmer - Baseline characteristics of the U S  Study to Protect Brain Health Through.pdf,United States,ok
May,75,10.1002/alz.70406,Alzheimer s   Dementia - 2025 - Yang - Synbiotics of Lactobacillus suilingensis and inulin alleviates cognitive impairment.pdf,China,ok
May,76,10.1002/alz.70323,Alzheimer s   Dementia - 2025 - Yeh - Competency‐based training boosts dementia knowledge and skills in home care workers.pdf,United States,ok
May,77,10.1002/alz.70425,Alzheimer s   Dementia - 2025 - Yu - The prevalence of apathy in Lewy body dementia  A systematic review and meta‐analysis.pdf,United Kingdom,ok
May,78,10.1002/alz.70332,Alzheimer s   Dementia - 2025 - Zhang - Associations between A  deposition and neurometabolic alterations in Alzheimer s.pdf,United States,ok
May,79,10.1002/alz.70331,Alzheimer s   Dementia - 2025 - Zhao - Gut‐derived bacterial vesicles carrying lipopolysaccharide promote.pdf,China,ok
May,80,10.1002/alz.70369,Alzheimer s   Dementia - 2025 - Zheng - TMEM59 deficiency activates chaperone‐mediated autophagy and ameliorates.pdf,China,ok
May,81,10.1002/alz.70402,Alzheimer s   Dementia - 2025 - Zimmer - Neurovascular coupling and functional connectivity changes through the Alzheimer s.pdf,Brazil,ok
June,2,10.1002/alz.70560,Alzheimer s   Dementia - 2025 - Al Shamsi - The role of diet in moderating the relationship between symptoms of depression.pdf,United Kingdom,ok
June,3,10.1002/alz.70442,Alzheimer s   Dementia - 2025 - Alaka - Enhancing the validity of CAIDE dementia risk scores with resting heart rate and.pdf,United Kingdom,ok
June,4,10.1002/alz.70496,Alzheimer s   Dementia - 2025 - Balbim - 24‐hour activity cycle behaviors and gray matter volume in mild cognitive.pdf,United States,ok
June,5,10.1002/alz.70486,Alzheimer s   Dementia - 2025 - Barnett - Loss of lysosomal acid lipase contributes to Alzheimer s disease pathology and.pdf,United States,ok
June,6,10.1002/alz.70482,Alzheimer s   Dementia - 2025 - Baumeister - Disease stage specific atrophy markers in Alzheimer s disease.pdf,"Bolivia, Plurinational State of",ok
June,7,10.1002/alz.70507,Alzheimer s   Dementia - 2025 - Baumgartner - Inhibition of the GSK3  Nav1 6 complex suppresses early‐stage Alzheimer s.pdf,United States,ok
June,8,10.1002/alz.70444,Alzheimer s   Dementia - 2025 - Behera - Alzheimer s disease and dementia in Japan  Epidemiological trends  regional.pdf,Viet Nam,ok
June,9,10.1002/alz.70500,Alzheimer s   Dementia - 2025 - Bertholim‐Nasciben - Exploring potential mechanisms of an African protective locus for.pdf,United States,ok
June,10,10.1002/alz.70489,Alzheimer s   Dementia - 2025 - Blue - Multi‐ancestry meta‐analysis identifies genetic modifiers of age‐at‐onset of.pdf,United States,ok
June,11,10.1002/alz.70516,Alzheimer s   Dementia - 2025 - Bowman - Identifying subphenotypes of patients undergoing post‐operative delirium.pdf,United States,ok
June,12,10.1002/alz.70510,Alzheimer s   Dementia - 2025 - Buwembo - Family caregivers  perceptions of quality of dementia self‐care in Wakiso.pdf,United States,ok
June,13,10.1002/alz.70454,Alzheimer s   Dementia - 2025 - Calvo - Cognitive and brain health in women with early bilateral salpingo‐oophorectomy .pdf,Netherlands,ok
June,14,10.1002/alz.70429,Alzheimer s   Dementia - 2025 - Chakraborty - Genome‐wide study links cardiometabolic factors to cognition via.pdf,India,ok
June,15,10.1002/alz.70461,Alzheimer s   Dementia - 2025 - Che - Plasma placental growth factor as a biomarker for subcortical ischemic vascular.pdf,China,ok
June,16,10.1002/alz.70561,Alzheimer s   Dementia - 2025 - Chu - Glymphatic activity in behavioral variant frontotemporal dementia  Link with vascular.pdf,Taiwan,ok
June,17,10.1002/alz.70458,Alzheimer s   Dementia - 2025 - Daskoulidou - The Alzheimer s disease‐associated complement receptor 1 variant confers risk.pdf,United Kingdom,ok
June,18,10.1002/alz.70456,Alzheimer s   Dementia - 2025 - Detcheverry - Investigating the oxidative stress vascular brain injury axis in mild.pdf,Canada,ok
June,19,10.1002/alz.70487,Alzheimer s   Dementia - 2025 - Eshetie - The risk of delirium or dementia‐related hospitalization among individuals living.pdf,United Kingdom,ok
June,20,10.1002/alz.70529,Alzheimer s   Dementia - 2025 - Farombi - The role of community advisory boards in enhancing recruitment and retention in.pdf,United States,ok
June,21,10.1002/alz.70502,Alzheimer s   Dementia - 2025 - Fernández‐Matarrubia - Early microglial and astrocyte reactivity in preclinical Alzheimer s.pdf,United States,ok
June,22,10.1002/alz.70430,Alzheimer s   Dementia - 2025 - Fleischman - ARTS is associated with vascular risk factors  MCI  dementia  and stroke.pdf,United States,ok
June,23,10.1002/alz.70451,Alzheimer s   Dementia - 2025 - Friedman - Nearly 4 in 10 extended families of older adults in the United States include an.pdf,United States,ok
June,24,10.1002/alz.70722,Alzheimer s   Dementia - 2025 - Full - Development of a web platform to advance data‐driven recruitment for ADRD research.pdf,United States,ok
June,25,10.1002/alz.70519,Alzheimer s   Dementia - 2025 - Gao - Mitochondrial complex I deficiency induces Alzheimer s disease like signatures that.pdf,United States,ok
June,26,10.1002/alz.70485,Alzheimer s   Dementia - 2025 - Garcia‐Cordero - Language impairment is associated with faster progression in progressive.pdf,United States,ok
June,27,10.1002/alz.70483,Alzheimer s   Dementia - 2025 - Gawor - Alzheimer s disease and its co‐pathologies  Implications for hippocampal.pdf,Taiwan,ok
June,28,10.1002/alz.70463,Alzheimer s   Dementia - 2025 - Gogola - Impact of racialization on neuroimaging and plasma biomarkers of Alzheimer s.pdf,United States,ok
June,29,10.1002/alz.70441,Alzheimer s   Dementia - 2025 - Grill - Five years of the Institute on Methods and Protocols for Advancement of Clinical.pdf,United States,ok
June,30,10.1002/alz.70491,Alzheimer s   Dementia - 2025 - Gueorguieva - Donanemab exposure‐response in early symptomatic Alzheimer s disease.pdf,United States,ok
June,31,10.1002/alz.70513,Alzheimer s   Dementia - 2025 - Guo - Sensory impairment and dementia risk among older adults in rural South Africa.pdf,United States,ok
June,32,10.1002/alz.70452,Alzheimer s   Dementia - 2025 - Gupta - Comprehensive characterization of the RNA editing landscape in the human aging.pdf,United States,ok
June,33,10.1002/alz.70498,Alzheimer s   Dementia - 2025 - Howard - Cognitive outcomes of deep brain stimulation depend on age and hippocampal.pdf,United States,ok
June,34,10.1002/alz.70579,Alzheimer s   Dementia - 2025 - Huang - Plasma proteomic analysis identifies proteins and pathways related to Alzheimer s.pdf,United States,ok
June,35,10.1002/alz.70528,Alzheimer s   Dementia - 2025 - Hüls - Metabolic dysregulation in Alzheimer s disease  A brain metabolomics approach.pdf,United States,ok
June,36,10.1002/alz.70446,Alzheimer s   Dementia - 2025 - Idris - Staging of Alzheimer s disease progression in Down syndrome using mixed clinical.pdf,United States,ok
June,37,10.1002/alz.70530,Alzheimer s   Dementia - 2025 - Ikanga - Association between neuropsychiatric symptoms and neurodegeneration‐related plasma.pdf,United States,ok
June,38,10.1002/alz.70443,Alzheimer s   Dementia - 2025 - Jung - Validation of criteria for frontotemporal dementia with right anterior temporal lobe.pdf,United States,ok
June,39,10.1002/alz.70591,Alzheimer s   Dementia - 2025 - Juul‐Madsen - Familial Alzheimer s disease mutation identifies novel role of SORLA in.pdf,Denmark,ok
June,40,10.1002/alz.70521,Alzheimer s   Dementia - 2025 - Kacerova - Role of B vitamins in modulating homocysteine and metabolic pathways linked to.pdf,United Kingdom,ok
June,41,10.1002/alz.70468,Alzheimer s   Dementia - 2025 - Knopman - Discrepancies between CSF biomarker and PET determinations of elevated brain.pdf,United States,ok
June,42,10.1002/alz.70505,Alzheimer s   Dementia - 2025 - Kuchenbecker - Novel set of plasma proteins classifies Alzheimer s dementia in African.pdf,United States,ok
June,43,10.1002/alz.70679,Alzheimer s   Dementia - 2025 - Lao - Longitudinal changes in white matter hyperintensity volume accelerate across the.pdf,United States,ok
June,44,10.1002/alz.70492,Alzheimer s   Dementia - 2025 - Leggett - Validating the CG‐STYLE measure in family caregivers of individuals living with.pdf,United States,ok
June,45,10.1002/alz.70453,Alzheimer s   Dementia - 2025 - Liaw - Association between ischemic stroke  hemorrhagic stroke  dementia  and rs201118034.pdf,United States,ok
June,46,10.1002/alz.70564,Alzheimer s   Dementia - 2025 - Lin - Astrovascular decoupling in awake 5 FAD mice is associated with reduced astrocytic.pdf,United States,ok
June,47,10.1002/alz.70488,Alzheimer s   Dementia - 2025 - Liu - Longitudinal methods for Alzheimer s cognitive status prediction with deep learning.pdf,United States,ok
June,48,10.1002/alz.70520,Alzheimer s   Dementia - 2025 - Lopresti - Comparison of visual and analytic methods of Alzheimer s disease pathologic.pdf,United States,ok
June,49,10.1002/alz.70480,Alzheimer s   Dementia - 2025 - Ludwig‐Borycz - Food insecurity and cognitive domains among older United States adults .pdf,United States,ok
June,50,10.1002/alz.70440,Alzheimer s   Dementia - 2025 - Ma'u - Estimating the impact of risk factor reduction on dementia prevalence in New Zealand.pdf,United States,ok
June,51,10.1002/alz.70449,Alzheimer s   Dementia - 2025 - Mantovani - Neuroinflammation and amyloid load in different age groups of individuals with.pdf,Brazil,ok
June,52,10.1002/alz.70506,Alzheimer s   Dementia - 2025 - Martin - Sex differences in modifiable dementia risk factors  Findings from the Rush Memory.pdf,Australia,ok
June,53,10.1002/alz.70562,Alzheimer s   Dementia - 2025 - Montoliu‐Gaya - Plasma tau biomarkers are distinctly associated with tau tangles and.pdf,United States,ok
June,54,10.1002/alz.70508,Alzheimer s   Dementia - 2025 - Mungas - Machine learning diagnosis of cognitive impairment and dementia in harmonized.pdf,United States,ok
June,55,10.1002/alz.70522,Alzheimer s   Dementia - 2025 - Nakamura - Brexpiprazole s impacts on patients and caregivers in agitation in Alzheimer s.pdf,United Kingdom,ok
June,56,10.1002/alz.70474,Alzheimer s   Dementia - 2025 - Perez - U1‐70K and U1A and tau pathogenesis in demented and non‐demented individuals with.pdf,United States,ok
June,57,10.1002/alz.70501,Alzheimer s   Dementia - 2025 - Reagan - Retinal vascular dysfunction in the Mthfr677C T mouse model of cerebrovascular.pdf,United States,ok
June,58,10.1002/alz.70457,Alzheimer s   Dementia - 2025 - Roberts - The association of common infectious exposures with cognitive performance in.pdf,United States,ok
June,59,10.1002/alz.70523,Alzheimer s   Dementia - 2025 - Rose - Adverse childhood experiences influence markers of neurodegeneration risk in older.pdf,United States,ok
June,60,10.1002/alz.70450,Alzheimer s   Dementia - 2025 - Sajjadi - Association of language markers with future cognitive impairment and presence of.pdf,United States,ok
June,61,10.1002/alz.70503,Alzheimer s   Dementia - 2025 - Sing - Bisphosphonates and the risk of dementia in patients with osteoporosis or fragility.pdf,United States,ok
June,62,10.1002/alz.70495,Alzheimer s   Dementia - 2025 - Smaling - Namaste Care Family for people with dementia and family A randomized controlled.pdf,United States,ok
June,63,10.1002/alz.70448,Alzheimer s   Dementia - 2025 - Sordo - Leptin levels are associated with body mass index and Alzheimer s disease in Down.pdf,United States,ok
June,64,10.1002/alz.70509,Alzheimer s   Dementia - 2025 - Thapa - Distinct inflammatory profiles in young‐onset versus late‐onset Alzheimer s disease.pdf,United States,ok
June,65,10.1002/alz.70432,Alzheimer s   Dementia - 2025 - Tomaszewski Farias - Subjective cognitive decline among diverse older adults  Prevalence.pdf,United States,ok
June,66,10.1002/alz.70494,Alzheimer s   Dementia - 2025 - Trani - Structural and social determinants of dementia risk among adults racialized as.pdf,United States,ok
June,67,10.1002/alz.70481,Alzheimer s   Dementia - 2025 - Trivedi - Performance of novel tau antibodies across multiple modalities for Alzheimer s.pdf,United States,ok
June,68,10.1002/alz.70447,Alzheimer s   Dementia - 2025 - Vaqué‐Alcázar - Generational effects in Down syndrome  Enriched environment enhances.pdf,United States,ok
June,69,10.1002/alz.70490,Alzheimer s   Dementia - 2025 - Vijaya Kumar - Human amylin is a potent antimicrobial peptide that exhibits antimicrobial.pdf,United States,ok
June,70,10.1002/alz.70455,Alzheimer s   Dementia - 2025 - Walters - Occupational position and complexity in relation to Black‐White cognitive.pdf,United States,ok
June,71,10.1002/alz.70465,Alzheimer s   Dementia - 2025 - Wang - Association and interaction of blood homocysteine and p‐tau217 levels with temporal.pdf,China,ok
June,72,10.1002/alz.70563,Alzheimer s   Dementia - 2025 - Wang - Role of 18F‐florzolotau PET in diagnostic and therapeutic decision‐making for.pdf,United Kingdom,ok
June,73,10.1002/alz.70518,Alzheimer s   Dementia - 2025 - Watson - Relationship between cellular aging  perceived stress  and cardiometabolic disease.pdf,United States,ok
June,74,10.1002/alz.70445,Alzheimer s   Dementia - 2025 - West - Single‐nucleus analysis reveals oxidative stress in Down syndrome basal forebrain.pdf,United States,ok
June,75,10.1002/alz.70592,Alzheimer s   Dementia - 2025 - Wijesinghe - Decoding amyloid beta clearance systems at inner blood retina barrier using.pdf,United States,ok
June,76,10.1002/alz.70504,Alzheimer s   Dementia - 2025 - Windon - Amyloid PET and clinical management in a diverse  cognitively impaired population .pdf,United States,ok
June,77,10.1002/alz.70512,Alzheimer s   Dementia - 2025 - Wretlind - Lipid profiling reveals unsaturated lipid reduction in women with Alzheimer s.pdf,United States,ok
June,78,10.1002/alz.70460,Alzheimer s   Dementia - 2025 - Wu - Synthetic control methods for n‐of‐1 and parallel‐group trials in Alzheimer s disease .pdf,United States,ok
June,79,10.1002/alz.70439,Alzheimer s   Dementia - 2025 - Wu - The combined effects of visual impairment  hearing loss  and olfactory dysfunction on.pdf,China,ok
June,80,10.1002/alz.70511,Alzheimer s   Dementia - 2025 - Wuestefeld - Tau  atrophy  and domain‐specific cognitive impairment in typical Alzheimer s.pdf,United States,ok
June,81,10.1002/alz.70493,Alzheimer s   Dementia - 2025 - Wyatt‐Johnson - The MR1 MAIT cell axis impacts the gut brain axis through both cognition.pdf,United States,ok
June,82,10.1002/alz.70464,Alzheimer s   Dementia - 2025 - Zheng - Focused ultrasound‐mediated APOE4 knockdown in mouse brain.pdf,United States,ok
July,2,10.1002/alz.70583,Alzheimer s   Dementia - 2025 - Akgun - ABCA7 deletion lowers age at onset of Alzheimer s disease and interacts with APOE .pdf,United States,ok
July,3,10.1002/alz.70575,Alzheimer s   Dementia - 2025 - Almeida - Cognitive and neuropsychological trajectories in patients with mixed.pdf,United States,ok
July,4,10.1002/alz.70631,Alzheimer s   Dementia - 2025 - Ambaw - Plasma lipidome dysregulation in frontotemporal dementia reveals shared .pdf,United States,ok
July,5,10.1002/alz.70531,Alzheimer s   Dementia - 2025 - Brijnath - Co‐designed films to reduce care burden in India  The Moving Pictures pilot.pdf,United Kingdom,ok
July,6,10.1002/alz.70569,Alzheimer s   Dementia - 2025 - Cerin - Neighborhood environments and transition to cognitive states  Sydney Memory and.pdf,United Kingdom,ok
July,7,10.1002/alz.70659,Alzheimer s   Dementia - 2025 - Chen - Periventricular diffusivity reflects APOE  4 modulated amyloid accumulation and.pdf,United States,ok
July,8,10.1002/alz.70553,Alzheimer s   Dementia - 2025 - Cheng - Long‐term impact of white matter hyperintensities and amyloid beta on thalamic.pdf,China,ok
July,9,10.1002/alz.70622,Alzheimer s   Dementia - 2025 - Cholerton - Neuropsychiatric symptom subtypes and dementia‐associated neuropathologic.pdf,United States,ok
July,10,10.1002/alz.70543,Alzheimer s   Dementia - 2025 - Chu - Development and validation of a predictive model to forecast the cerebrovascular risk.pdf,Australia,ok
July,11,10.1002/alz.70660,Alzheimer s   Dementia - 2025 - Chun - Polygenic risk score of Alzheimer s disease is associated with cognitive.pdf,United Kingdom,ok
July,12,10.1002/alz.70597,Alzheimer s   Dementia - 2025 - Cleary - MicroRNA cargo in neuron‐derived vesicles as peripheral biomarkers of brain.pdf,United States,ok
July,13,10.1002/alz.70625,Alzheimer s   Dementia - 2025 - Cogswell - Association of plasma Alzheimer s disease biomarkers with cognitive decline in.pdf,United States,ok
July,14,10.1002/alz.70580,Alzheimer s   Dementia - 2025 - Danhash - Ms4a4a deficiency ameliorates plaque pathology in a mouse model of amyloid.pdf,United States,ok
July,15,10.1002/alz.70632,Alzheimer s   Dementia - 2025 - Edwards - Interactive effects of arterial stiffness and Alzheimer s disease risk on.pdf,United States,ok
July,16,10.1002/alz.70609,Alzheimer s   Dementia - 2025 - Emanuel - Birth weight  incident dementia risk  and PET amyloid burden  The ARIC study.pdf,United States,ok
July,17,10.1002/alz.70704,Alzheimer s   Dementia - 2025 - Erichsen - A phase 2A B randomized trial of metabolic modulators intranasal insulin and.pdf,United States,ok
July,18,10.1002/alz.70595,Alzheimer s   Dementia - 2025 - Floud - Hypertension in pregnancy and in midlife and the risk of dementia  prospective.pdf,United Kingdom,ok
July,19,10.1002/alz.70581,Alzheimer s   Dementia - 2025 - Franquesa‐Mullerat - Study of brain perfusion in adults with Down syndrome along the.pdf,United States,ok
July,20,10.1002/alz.70565,Alzheimer s   Dementia - 2025 - French - Cognitive impairment and p‐tau217 are high in a vascular patient cohort.pdf,United States,ok
July,21,10.1002/alz.70804,Alzheimer s   Dementia - 2025 - Gils - The association of diabetes with Alzheimer s disease biomarkers and vascular burden.pdf,United States,ok
July,22,10.1002/alz.70540,Alzheimer s   Dementia - 2025 - Guo - Decreased quantitative transport mapping velocity in the middle cerebral artery.pdf,United States,ok
July,23,10.1002/alz.70584,Alzheimer s   Dementia - 2025 - Guo - Validity and reliability of the Informant Questionnaire on Cognitive Decline in the.pdf,United States,ok
July,24,10.1002/alz.70570,Alzheimer s   Dementia - 2025 - Haddad - Free water predicts dementia with Lewy bodies in isolated REM sleep behavior.pdf,United Kingdom,ok
July,25,10.1002/alz.70551,Alzheimer s   Dementia - 2025 - Heston - Factors associated with age at tau pathology onset and time from tau onset to.pdf,United States,ok
July,26,10.1002/alz.70590,Alzheimer s   Dementia - 2025 - Hsieh - Metformin‐based oral antihyperglycemic combination therapy and risk of dementia in.pdf,"Taiwan, Province of China",ok
July,27,10.1002/alz.70681,Alzheimer s   Dementia - 2025 - Kang - Genome‐wide pleiotropy analysis of longitudinal blood pressure and harmonized.pdf,United States,ok
July,28,10.1002/alz.70594,Alzheimer s   Dementia - 2025 - Kang - Prevalence and risk factors of cerebral microhemorrhages and superficial siderosis.pdf,United States,ok
July,29,10.1002/alz.70619,Alzheimer s   Dementia - 2025 - Kim - Late‐life emergence of neuropsychiatric symptoms and risk of cognitive impairment in.pdf,United States,ok
July,30,10.1002/alz.70616,Alzheimer s   Dementia - 2025 - Kivisild - Sociodemographic traits as early indicators of AD  FTD  and VaD up to 10 years.pdf,Finland,ok
July,31,10.1002/alz.70568,Alzheimer s   Dementia - 2025 - Lavrova - 18F‐FDG PET in detection of primary age‐related tauopathy  PART    Is there a.pdf,United States,ok
July,32,10.1002/alz.70572,Alzheimer s   Dementia - 2025 - LeMerise - Longitudinal diffusion tensor imaging correlates with amyloid burden in Down.pdf,United States,ok
July,33,10.1002/alz.70626,Alzheimer s   Dementia - 2025 - Lee - Moderating effects of plasma glial fibrillary acidic protein along the Alzheimer s.pdf,United States,ok
July,34,10.1002/alz.70588,Alzheimer s   Dementia - 2025 - Leone - Alterations in MRI‐visible perivascular spaces precede dementia diagnosis by 18.pdf,United States,ok
July,35,10.1002/alz.70629,Alzheimer s   Dementia - 2025 - Logue - Novel differentially expressed genes and multiple biological pathways for Alzheimer.pdf,United States,ok
July,36,10.1002/alz.70596,Alzheimer s   Dementia - 2025 - Maly - Performance of 123I‐ioflupane SPECT striatal binding in dementia with Lewy bodies.pdf,United States,ok
July,37,10.1002/alz.70550,Alzheimer s   Dementia - 2025 - Marcatti - A brain‐derived tau oligomer polymorph is associated with cognitive resilience.pdf,United States,ok
July,38,10.1002/alz.70598,Alzheimer s   Dementia - 2025 - Na - Neural basis of motor symptoms in Alzheimer s disease  role of regional tau burden and.pdf,"Korea, Republic of",ok
July,39,10.1002/alz.70621,Alzheimer s   Dementia - 2025 - Nance - GLP‐1RA comparative effectiveness against dementia onset relative to other.pdf,United States,ok
July,40,10.1002/alz.70554,Alzheimer s   Dementia - 2025 - Norling - Arterial stiffness moderates the link between NfL and cognition  The IGNITE study.pdf,United States,ok
July,41,10.1002/alz.70582,Alzheimer s   Dementia - 2025 - Novoseltseva - Imaging myelin degradation in ex vivo prefrontal cortex tissue blocks in.pdf,United States,ok
July,42,10.1002/alz.70537,Alzheimer s   Dementia - 2025 - Nuytten - Randomized phase 2a trial assessing a novel septin molecular glue in Alzheimer s.pdf,United States,ok
July,43,10.1002/alz.70781,Alzheimer s   Dementia - 2025 - Paauw - Awareness and knowledge of dementia risk reduction among current and future health.pdf,Netherlands,ok
July,44,10.1002/alz.70623,Alzheimer s   Dementia - 2025 - Phan - Reduced harm aversion relates to antisocial behaviors and orbitofrontal atrophy in.pdf,United States,ok
July,45,10.1002/alz.70604,Alzheimer s   Dementia - 2025 - Piguet - Fourteen years later  Reviewing the diagnostic criteria for behavioral‐variant.pdf,United Kingdom,ok
July,46,10.1002/alz.70587,Alzheimer s   Dementia - 2025 - Pokala - Dementia knowledge and caregiver burden among carers of older adults in rural.pdf,United States,ok
July,47,10.1002/alz.70593,Alzheimer s   Dementia - 2025 - Ramirez - Ancestral genomic functional differences in oligodendroglia  implications for.pdf,United States,ok
July,48,10.1002/alz.70539,Alzheimer s   Dementia - 2025 - Ren - Identifying dementia neuropathology using low‐burden clinical data.pdf,United States,ok
July,49,10.1002/alz.70541,Alzheimer s   Dementia - 2025 - Saelzler - Age of menopause and dementia risk in 10 832 women from the Swedish Twin.pdf,United States,ok
July,50,10.1002/alz.70637,Alzheimer s   Dementia - 2025 - Santos - White matter microstructure is differentially impacted by cerebral amyloid.pdf,United States,ok
July,51,10.1002/alz.70613,Alzheimer s   Dementia - 2025 - Savola - Hippocampal tau distribution in primary age‐related tauopathy  The Vantaa 85 .pdf,United Kingdom,ok
July,52,10.1002/alz.70571,Alzheimer s   Dementia - 2025 - Shariff - Dementia care and mortality in people experiencing homelessness  A matched cohort.pdf,United Kingdom,ok
July,53,10.1002/alz.70547,Alzheimer s   Dementia - 2025 - Song - Reproductive health history and later life cognition in African Caribbean women.pdf,United States,ok
July,54,10.1002/alz.70690,Alzheimer s   Dementia - 2025 - Stevens - A randomized trial of two online platforms for dementia family caregivers .pdf,United States,ok
July,55,10.1002/alz.70573,Alzheimer s   Dementia - 2025 - Studer - Lifestyle  genetic risk  plasma pTau217  and incident cognitive impairment in WRAP.pdf,United States,ok
July,56,10.1002/alz.70605,Alzheimer s   Dementia - 2025 - Tang - Unraveling the complexity of neurodegeneration  heterogeneous damage patterns of.pdf,China,ok
July,57,10.1002/alz.70589,Alzheimer s   Dementia - 2025 - Tian - Protective mechanisms against Alzheimer s disease in APOE3‐Christchurch homozygous.pdf,United States,ok
July,58,10.1002/alz.70538,Alzheimer s   Dementia - 2025 - Tjokrowijoto - The road to young‐onset dementia diagnosis  Findings from the Joint.pdf,United Kingdom,ok
July,59,10.1002/alz.70574,Alzheimer s   Dementia - 2025 - Tremblay - Altered network efficiency in isolated REM sleep behavior disorder  A.pdf,Czechia,ok
July,60,10.1002/alz.70624,Alzheimer s   Dementia - 2025 - Trudel - Rates of clinical progression according to biological Alzheimer s disease stages.pdf,United States,ok
July,61,10.1002/alz.70586,Alzheimer s   Dementia - 2025 - Tsui - The TREM2 H157Y variant is associated with more severe neurodegeneration in.pdf,United Kingdom,ok
July,62,10.1002/alz.70544,Alzheimer s   Dementia - 2025 - Uchida - Change points for dynamic biomarkers in the Alzheimer s disease pathological.pdf,United States,ok
July,63,10.1002/alz.70611,Alzheimer s   Dementia - 2025 - Walter - Traumatic brain injury  changes in plasma amyloid  tau  and neurodegenerative.pdf,United States,ok
July,64,10.1002/alz.70628,Alzheimer s   Dementia - 2025 - Wang - Measuring alignment between the ADRC UDS data elements  FDA  and EHR data standards.pdf,United States,ok
July,65,10.1002/alz.70548,Alzheimer s   Dementia - 2025 - Wang - Sex‐specific association of depressive symptom trajectories with cognitive decline.pdf,China,ok
July,66,10.1002/alz.70633,Alzheimer s   Dementia - 2025 - Wang - Tenascin‐R aggravates A  production in the perforant pathway by regulating Nav1 6.pdf,China,ok
July,67,10.1002/alz.70603,Alzheimer s   Dementia - 2025 - Yang - Decoding adipose brain crosstalk  Distinct lipid cargo in human adipose‐derived.pdf,United States,ok
July,68,10.1002/alz.70645,Alzheimer s   Dementia - 2025 - Yang - Differences in inflammatory markers  mitochondrial function  and synaptic proteins.pdf,Taiwan,ok
July,69,10.1002/alz.70545,Alzheimer s   Dementia - 2025 - Yi - Topological and geometric signatures of brain network dynamics in Alzheimer s disease.pdf,United States,ok
August,2,10.1002/alz.70669,Alzheimer s   Dementia - 2025 - Akinyemi - Association between cardiovascular and cognitive health among older Indigenous.pdf,United States,ok
August,3,10.1002/alz.70708,Alzheimer s   Dementia - 2025 - Almanza - High‐caloric intake rescues early symptomatic AD‐induced hippocampal.pdf,Canada,ok
August,4,10.1002/alz.70692,Alzheimer s   Dementia - 2025 - Anagnostakis - Impact of cardiometabolic conditions on the progression from mild cognitive.pdf,United States,ok
August,5,10.1002/alz.70742,Alzheimer s   Dementia - 2025 - André - International recommendations for sleep and circadian research in aging and.pdf,Australia,ok
August,6,10.1002/alz.70721,Alzheimer s   Dementia - 2025 - Araujo‐Menendez - Cognitive trajectories among English‐ and Spanish‐test‐takers in the NACC.pdf,United States,ok
August,7,10.1002/alz.70656,Alzheimer s   Dementia - 2025 - Atkins - The iADRS as an integrated measure of cognition and function  Psychometric.pdf,United States,ok
August,8,10.1002/alz.70676,Alzheimer s   Dementia - 2025 - Bauer - Blood‐based pre‐screening in the SKYLINE secondary prevention Ph3 gantenerumab.pdf,United States,ok
August,9,10.1002/alz.70644,Alzheimer s   Dementia - 2025 - Bellitti - Practice effects on digital cognitive assessment tools  insights from the.pdf,United States,ok
August,10,10.1002/alz.70741,Alzheimer s   Dementia - 2025 - Boer - Cross‐country variance in facial emotion recognition in presymptomatic and.pdf,Netherlands,ok
August,11,10.1002/alz.70651,Alzheimer s   Dementia - 2025 - Bolton - Mild kidney dysfunction affects the predictive accuracy of blood‐based biomarkers.pdf,United States,ok
August,12,10.1002/alz.70671,Alzheimer s   Dementia - 2025 - Brown - Demographically adjusted normative data among Peruvians with diverse education.pdf,United States,ok
August,13,10.1002/alz.70733,Alzheimer s   Dementia - 2025 - Caunca - Neuroimaging markers of dementia across race ethnicity and sex gender using an.pdf,United States,ok
August,14,10.1002/alz.70657,Alzheimer s   Dementia - 2025 - Chan - NACC data  Who is represented over time and across centers  and implications for.pdf,United States,ok
August,15,10.1002/alz.70710,Alzheimer s   Dementia - 2025 - Chen - Associations of neurodegenerative proteins with brain iron deposition and cognition.pdf,China,ok
August,16,10.1002/alz.70694,Alzheimer s   Dementia - 2025 - Choi - Beyond NACC s Uniform Data Set for cognition  the impact of additional items on.pdf,United States,ok
